Część;Dział;Rozdział;Treść;Plan;id;parent;label;super_label;Treść_część;Treść_dział;per_capita;percapita_super_label
85/32;852;85216;Zasiłki stałe;51506;85/32-852-85216;85/32-852;51.5 MLN;Zasiłki stałe 51.5 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Pomoc społeczna;1;Zasiłki stałe 1 zł
85/32;852;85219;Ośrodki pomocy społecznej;28259;85/32-852-85219;85/32-852;28.3 MLN;Ośrodki pomocy społecznej 28.3 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Pomoc społeczna;0;Ośrodki pomocy społecznej 0 zł
85/32;852;85228;Usługi opiekuńcze i specjalistyczne usługi opiekuńcze;4469;85/32-852-85228;85/32-852;4.5 MLN;Usługi opiekuńcze i specjalistyczne usługi opiekuńcze 4.5 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Pomoc społeczna;0;Usługi opiekuńcze i specjalistyczne usługi opiekuńcze 0 zł
85/32;852;85230;Pomoc w zakresie dożywiania;22267;85/32-852-85230;85/32-852;22.3 MLN;Pomoc w zakresie dożywiania 22.3 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Pomoc społeczna;0;Pomoc w zakresie dożywiania 0 zł
85/32;852;85231;Pomoc dla cudzoziemców;100;85/32-852-85231;85/32-852;0.1 MLN;Pomoc dla cudzoziemców 0.1 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Pomoc społeczna;0;Pomoc dla cudzoziemców 0 zł
85/32;852;85295;Pozostała działalność;289;85/32-852-85295;85/32-852;0.3 MLN;Pozostała działalność 0.3 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Pomoc społeczna;0;Pozostała działalność 0 zł
85/32;853;;Pozostałe zadania w zakresie polityki społecznej;10756;85/32-853;85/32;10.8 MLN;Pozostałe zadania w zakresie polityki społecznej 10.8 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Pozostałe zadania w zakresie polityki społecznej;0;Pozostałe zadania w zakresie polityki społecznej 0 zł
85/32;853;85321;Zespoły do spraw orzekania o niepełnosprawności;10756;85/32-853-85321;85/32-853;10.8 MLN;Zespoły do spraw orzekania o niepełnosprawności 10.8 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Pozostałe zadania w zakresie polityki społecznej;0;Zespoły do spraw orzekania o niepełnosprawności 0 zł
85/32;854;;Edukacyjna opieka wychowawcza;2057;85/32-854;85/32;2.1 MLN;Edukacyjna opieka wychowawcza 2.1 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Edukacyjna opieka wychowawcza;0;Edukacyjna opieka wychowawcza 0 zł
85/32;854;85412;Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży;2057;85/32-854-85412;85/32-854;2.1 MLN;Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży 2.1 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Edukacyjna opieka wychowawcza;0;Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży 0 zł
85/32;855;;Rodzina;646350;85/32-855;85/32;646.4 MLN;Rodzina 646.4 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Rodzina;17;Rodzina 17 zł
85/32;855;85502;Świadczenia rodzinne, świadczenie z funduszu alimentacyjnego oraz składki na ubezpieczenia emerytalne i rentowe z ubezpieczenia społecznego;628545;85/32-855-85502;85/32-855;628.5 MLN;Świadczenia rodzinne, świadczenie z funduszu alimentacyjnego oraz składki na ubezpieczenia emerytalne i rentowe z ubezpieczenia społecznego 628.5 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Rodzina;16;Świadczenia rodzinne, świadczenie z funduszu alimentacyjnego oraz składki na ubezpieczenia emerytalne i rentowe z ubezpieczenia społecznego 16 zł
85/32;855;85503;Karta Dużej Rodziny;40;85/32-855-85503;85/32-855;0.0 MLN;Karta Dużej Rodziny 0.0 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Rodzina;0;Karta Dużej Rodziny 0 zł
85/32;855;85508;Rodziny zastępcze;100;85/32-855-85508;85/32-855;0.1 MLN;Rodziny zastępcze 0.1 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Rodzina;0;Rodziny zastępcze 0 zł
85/32;855;85509;Działalność ośrodków adopcyjnych;3880;85/32-855-85509;85/32-855;3.9 MLN;Działalność ośrodków adopcyjnych 3.9 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Rodzina;0;Działalność ośrodków adopcyjnych 0 zł
85/32;855;85513;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia rodzinne oraz za osoby pobierające zasiłki dla opiekunów;10720;85/32-855-85513;85/32-855;10.7 MLN;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia rodzinne oraz za osoby pobierające zasiłki dla opiekunów 10.7 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Rodzina;0;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia rodzinne oraz za osoby pobierające zasiłki dla opiekunów 0 zł
85/32;855;85515;Koordynacja systemów zabezpieczenia społecznego w obszarze świadczeń rodzinnych oraz świadczenia wychowawczego;2988;85/32-855-85515;85/32-855;3.0 MLN;Koordynacja systemów zabezpieczenia społecznego w obszarze świadczeń rodzinnych oraz świadczenia wychowawczego 3.0 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Rodzina;0;Koordynacja systemów zabezpieczenia społecznego w obszarze świadczeń rodzinnych oraz świadczenia wychowawczego 0 zł
85/32;855;85516;System opieki nad dziećmi w wieku do lat 3;77;85/32-855-85516;85/32-855;0.1 MLN;System opieki nad dziećmi w wieku do lat 3 0.1 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Rodzina;0;System opieki nad dziećmi w wieku do lat 3 0 zł
85/32;900;;Gospodarka komunalna i ochrona środowiska;10601;85/32-900;85/32;10.6 MLN;Gospodarka komunalna i ochrona środowiska 10.6 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Gospodarka komunalna i ochrona środowiska;0;Gospodarka komunalna i ochrona środowiska 0 zł
85/32;900;90014;Inspekcja Ochrony Środowiska;10524;85/32-900-90014;85/32-900;10.5 MLN;Inspekcja Ochrony Środowiska 10.5 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Gospodarka komunalna i ochrona środowiska;0;Inspekcja Ochrony Środowiska 0 zł
85/32;900;90026;Pozostałe działania związane z gospodarką odpadami;4;85/32-900-90026;85/32-900;0.0 MLN;Pozostałe działania związane z gospodarką odpadami 0.0 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Gospodarka komunalna i ochrona środowiska;0;Pozostałe działania związane z gospodarką odpadami 0 zł
85/32;900;90095;Pozostała działalność;73;85/32-900-90095;85/32-900;0.1 MLN;Pozostała działalność 0.1 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Gospodarka komunalna i ochrona środowiska;0;Pozostała działalność 0 zł
85/32;921;;Kultura i ochrona dziedzictwa narodowego;4887;85/32-921;85/32;4.9 MLN;Kultura i ochrona dziedzictwa narodowego 4.9 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Kultura i ochrona dziedzictwa narodowego;0;Kultura i ochrona dziedzictwa narodowego 0 zł
85/32;921;92120;Ochrona zabytków i opieka nad zabytkami;1135;85/32-921-92120;85/32-921;1.1 MLN;Ochrona zabytków i opieka nad zabytkami 1.1 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Kultura i ochrona dziedzictwa narodowego;0;Ochrona zabytków i opieka nad zabytkami 0 zł
85/32;921;92121;Wojewódzkie Urzędy Ochrony Zabytków;3752;85/32-921-92121;85/32-921;3.8 MLN;Wojewódzkie Urzędy Ochrony Zabytków 3.8 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Kultura i ochrona dziedzictwa narodowego;0;Wojewódzkie Urzędy Ochrony Zabytków 0 zł
85/32;925;;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody;1010;85/32-925;85/32;1.0 MLN;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody 1.0 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody;0;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody 0 zł
85/32;925;92502;Parki krajobrazowe;1000;85/32-925-92502;85/32-925;1.0 MLN;Parki krajobrazowe 1.0 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody;0;Parki krajobrazowe 0 zł
85/32;925;92595;Pozostała działalność;10;85/32-925-92595;85/32-925;0.0 MLN;Pozostała działalność 0.0 MLN;WOJEWÓDZTWO ZACHODNIOPOMORSKIE;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody;0;Pozostała działalność 0 zł
86;;;SAMORZĄDOWE KOLEGIA ODWOŁAWCZE OGÓŁEM;159264;86;total;159.3 MLN;SAMORZĄDOWE KOLEGIA ODWOŁAWCZE OGÓŁEM 159.3 MLN;SAMORZĄDOWE KOLEGIA ODWOŁAWCZE OGÓŁEM;SAMORZĄDOWE KOLEGIA ODWOŁAWCZE OGÓŁEM;4;SAMORZĄDOWE KOLEGIA ODWOŁAWCZE OGÓŁEM 4 zł
86;750;;Administracja publiczna;159264;86-750;86;159.3 MLN;Administracja publiczna 159.3 MLN;SAMORZĄDOWE KOLEGIA ODWOŁAWCZE OGÓŁEM;Administracja publiczna;4;Administracja publiczna 4 zł
86;750;75016;Samorządowe kolegia odwoławcze;159264;86-750-75016;86-750;159.3 MLN;Samorządowe kolegia odwoławcze 159.3 MLN;SAMORZĄDOWE KOLEGIA ODWOŁAWCZE OGÓŁEM;Administracja publiczna;4;Samorządowe kolegia odwoławcze 4 zł
86/01;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W WARSZAWIE;18254;86/01;total;18.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W WARSZAWIE 18.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W WARSZAWIE;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W WARSZAWIE;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W WARSZAWIE 0 zł
86/01;750;;Administracja publiczna;18254;86/01-750;86/01;18.3 MLN;Administracja publiczna 18.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W WARSZAWIE;Administracja publiczna;0;Administracja publiczna 0 zł
86/01;750;75016;Samorządowe kolegia odwoławcze;18254;86/01-750-75016;86/01-750;18.3 MLN;Samorządowe kolegia odwoławcze 18.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W WARSZAWIE;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/03;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIAŁEJ PODLASKIEJ;1763;86/03;total;1.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIAŁEJ PODLASKIEJ 1.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIAŁEJ PODLASKIEJ;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIAŁEJ PODLASKIEJ;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIAŁEJ PODLASKIEJ 0 zł
86/03;750;;Administracja publiczna;1763;86/03-750;86/03;1.8 MLN;Administracja publiczna 1.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIAŁEJ PODLASKIEJ;Administracja publiczna;0;Administracja publiczna 0 zł
86/03;750;75016;Samorządowe kolegia odwoławcze;1763;86/03-750-75016;86/03-750;1.8 MLN;Samorządowe kolegia odwoławcze 1.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIAŁEJ PODLASKIEJ;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/05;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIAŁYMSTOKU;3103;86/05;total;3.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIAŁYMSTOKU 3.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIAŁYMSTOKU;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIAŁYMSTOKU;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIAŁYMSTOKU 0 zł
86/05;750;;Administracja publiczna;3103;86/05-750;86/05;3.1 MLN;Administracja publiczna 3.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIAŁYMSTOKU;Administracja publiczna;0;Administracja publiczna 0 zł
86/05;750;75016;Samorządowe kolegia odwoławcze;3103;86/05-750-75016;86/05-750;3.1 MLN;Samorządowe kolegia odwoławcze 3.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIAŁYMSTOKU;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/07;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIELSKU-BIAŁEJ;3151;86/07;total;3.2 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIELSKU-BIAŁEJ 3.2 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIELSKU-BIAŁEJ;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIELSKU-BIAŁEJ;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIELSKU-BIAŁEJ 0 zł
86/07;750;;Administracja publiczna;3151;86/07-750;86/07;3.2 MLN;Administracja publiczna 3.2 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIELSKU-BIAŁEJ;Administracja publiczna;0;Administracja publiczna 0 zł
86/07;750;75016;Samorządowe kolegia odwoławcze;3151;86/07-750-75016;86/07-750;3.2 MLN;Samorządowe kolegia odwoławcze 3.2 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BIELSKU-BIAŁEJ;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/09;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BYDGOSZCZY;3774;86/09;total;3.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BYDGOSZCZY 3.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BYDGOSZCZY;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BYDGOSZCZY;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BYDGOSZCZY 0 zł
86/09;750;;Administracja publiczna;3774;86/09-750;86/09;3.8 MLN;Administracja publiczna 3.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BYDGOSZCZY;Administracja publiczna;0;Administracja publiczna 0 zł
86/09;750;75016;Samorządowe kolegia odwoławcze;3774;86/09-750-75016;86/09-750;3.8 MLN;Samorządowe kolegia odwoławcze 3.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W BYDGOSZCZY;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/11;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CHEŁMIE;1396;86/11;total;1.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CHEŁMIE 1.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CHEŁMIE;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CHEŁMIE;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CHEŁMIE 0 zł
86/11;750;;Administracja publiczna;1396;86/11-750;86/11;1.4 MLN;Administracja publiczna 1.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CHEŁMIE;Administracja publiczna;0;Administracja publiczna 0 zł
86/11;750;75016;Samorządowe kolegia odwoławcze;1396;86/11-750-75016;86/11-750;1.4 MLN;Samorządowe kolegia odwoławcze 1.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CHEŁMIE;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/13;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CIECHANOWIE;1642;86/13;total;1.6 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CIECHANOWIE 1.6 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CIECHANOWIE;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CIECHANOWIE;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CIECHANOWIE 0 zł
86/13;750;;Administracja publiczna;1642;86/13-750;86/13;1.6 MLN;Administracja publiczna 1.6 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CIECHANOWIE;Administracja publiczna;0;Administracja publiczna 0 zł
86/13;750;75016;Samorządowe kolegia odwoławcze;1642;86/13-750-75016;86/13-750;1.6 MLN;Samorządowe kolegia odwoławcze 1.6 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CIECHANOWIE;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/15;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CZĘSTOCHOWIE;2771;86/15;total;2.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CZĘSTOCHOWIE 2.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CZĘSTOCHOWIE;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CZĘSTOCHOWIE;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CZĘSTOCHOWIE 0 zł
86/15;750;;Administracja publiczna;2771;86/15-750;86/15;2.8 MLN;Administracja publiczna 2.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CZĘSTOCHOWIE;Administracja publiczna;0;Administracja publiczna 0 zł
86/15;750;75016;Samorządowe kolegia odwoławcze;2771;86/15-750-75016;86/15-750;2.8 MLN;Samorządowe kolegia odwoławcze 2.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W CZĘSTOCHOWIE;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/17;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ELBLĄGU;2056;86/17;total;2.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ELBLĄGU 2.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ELBLĄGU;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ELBLĄGU;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ELBLĄGU 0 zł
86/17;750;;Administracja publiczna;2056;86/17-750;86/17;2.1 MLN;Administracja publiczna 2.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ELBLĄGU;Administracja publiczna;0;Administracja publiczna 0 zł
86/17;750;75016;Samorządowe kolegia odwoławcze;2056;86/17-750-75016;86/17-750;2.1 MLN;Samorządowe kolegia odwoławcze 2.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ELBLĄGU;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/19;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W GDAŃSKU;5075;86/19;total;5.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W GDAŃSKU 5.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W GDAŃSKU;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W GDAŃSKU;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W GDAŃSKU 0 zł
86/19;750;;Administracja publiczna;5075;86/19-750;86/19;5.1 MLN;Administracja publiczna 5.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W GDAŃSKU;Administracja publiczna;0;Administracja publiczna 0 zł
86/19;750;75016;Samorządowe kolegia odwoławcze;5075;86/19-750-75016;86/19-750;5.1 MLN;Samorządowe kolegia odwoławcze 5.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W GDAŃSKU;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/21;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W GORZOWIE WIELKOPOLSKIM;2536;86/21;total;2.5 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W GORZOWIE WIELKOPOLSKIM 2.5 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W GORZOWIE WIELKOPOLSKIM;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W GORZOWIE WIELKOPOLSKIM;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W GORZOWIE WIELKOPOLSKIM 0 zł
86/21;750;;Administracja publiczna;2536;86/21-750;86/21;2.5 MLN;Administracja publiczna 2.5 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W GORZOWIE WIELKOPOLSKIM;Administracja publiczna;0;Administracja publiczna 0 zł
86/21;750;75016;Samorządowe kolegia odwoławcze;2536;86/21-750-75016;86/21-750;2.5 MLN;Samorządowe kolegia odwoławcze 2.5 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W GORZOWIE WIELKOPOLSKIM;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/23;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W JELENIEJ GÓRZE;2860;86/23;total;2.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W JELENIEJ GÓRZE 2.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W JELENIEJ GÓRZE;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W JELENIEJ GÓRZE;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W JELENIEJ GÓRZE 0 zł
86/23;750;;Administracja publiczna;2860;86/23-750;86/23;2.9 MLN;Administracja publiczna 2.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W JELENIEJ GÓRZE;Administracja publiczna;0;Administracja publiczna 0 zł
86/23;750;75016;Samorządowe kolegia odwoławcze;2860;86/23-750-75016;86/23-750;2.9 MLN;Samorządowe kolegia odwoławcze 2.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W JELENIEJ GÓRZE;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/25;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KALISZU;2279;86/25;total;2.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KALISZU 2.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KALISZU;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KALISZU;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KALISZU 0 zł
86/25;750;;Administracja publiczna;2279;86/25-750;86/25;2.3 MLN;Administracja publiczna 2.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KALISZU;Administracja publiczna;0;Administracja publiczna 0 zł
86/25;750;75016;Samorządowe kolegia odwoławcze;2279;86/25-750-75016;86/25-750;2.3 MLN;Samorządowe kolegia odwoławcze 2.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KALISZU;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/27;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KATOWICACH;8923;86/27;total;8.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KATOWICACH 8.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KATOWICACH;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KATOWICACH;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KATOWICACH 0 zł
86/27;750;;Administracja publiczna;8923;86/27-750;86/27;8.9 MLN;Administracja publiczna 8.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KATOWICACH;Administracja publiczna;0;Administracja publiczna 0 zł
86/27;750;75016;Samorządowe kolegia odwoławcze;8923;86/27-750-75016;86/27-750;8.9 MLN;Samorządowe kolegia odwoławcze 8.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KATOWICACH;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/29;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KIELCACH;4186;86/29;total;4.2 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KIELCACH 4.2 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KIELCACH;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KIELCACH;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KIELCACH 0 zł
86/29;750;;Administracja publiczna;4186;86/29-750;86/29;4.2 MLN;Administracja publiczna 4.2 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KIELCACH;Administracja publiczna;0;Administracja publiczna 0 zł
86/29;750;75016;Samorządowe kolegia odwoławcze;4186;86/29-750-75016;86/29-750;4.2 MLN;Samorządowe kolegia odwoławcze 4.2 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KIELCACH;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/31;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KONINIE;1917;86/31;total;1.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KONINIE 1.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KONINIE;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KONINIE;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KONINIE 0 zł
86/31;750;;Administracja publiczna;1917;86/31-750;86/31;1.9 MLN;Administracja publiczna 1.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KONINIE;Administracja publiczna;0;Administracja publiczna 0 zł
86/31;750;75016;Samorządowe kolegia odwoławcze;1917;86/31-750-75016;86/31-750;1.9 MLN;Samorządowe kolegia odwoławcze 1.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KONINIE;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/33;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KOSZALINIE;2309;86/33;total;2.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KOSZALINIE 2.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KOSZALINIE;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KOSZALINIE;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KOSZALINIE 0 zł
86/33;750;;Administracja publiczna;2309;86/33-750;86/33;2.3 MLN;Administracja publiczna 2.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KOSZALINIE;Administracja publiczna;0;Administracja publiczna 0 zł
86/33;750;75016;Samorządowe kolegia odwoławcze;2309;86/33-750-75016;86/33-750;2.3 MLN;Samorządowe kolegia odwoławcze 2.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KOSZALINIE;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
